coin,name,networkList
PDT,ParagonsDAO,"[{'coin': 'PDT', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'ParagonsDAO', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '9000000', 'withdrawMin': '40', 'sameAddress': False, 'contract': '0x375aBB85C329753b1Ba849a601438AE77eEc9893', 'withdrawTips': None, 'depositTips': None}]"
PDX,Pdx Token,"[{'coin': 'PDX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Pdx Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '0', 'sameAddress': False, 'contract': '0x5f33d158ca7275848f70a3f149b421190df85b32', 'withdrawTips': None, 'depositTips': None}]"
GOLDFINCH,Goldfinch,"[{'coin': 'GOLDFINCH', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Goldfinch', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '8', 'withdrawIntegerMultiple': None, 'withdrawMax': '420000', 'withdrawMin': '18', 'sameAddress': False, 'contract': '0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b', 'withdrawTips': None, 'depositTips': None}]"
EVEROLD,Everscale,"[{'coin': 'EVEROLD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'Everscale', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1397034', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x29d578CEc46B50Fa5C88a99C6A4B70184C062953', 'withdrawTips': None, 'depositTips': None}]"
GST,GST,"[{'coin': 'GST', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'GST', 'network': 'Solana(SOL)', 'withdrawEnable': True, 'withdrawFee': '90', 'withdrawIntegerMultiple': None, 'withdrawMax': '14000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': 'AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB', 'withdrawTips': ""Current futures address of the token is AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB, please confirm before proceeding.\nWithdrawal address must be the owner's address or an activated secondary address, otherwise any loss will not be recoverable.\nDue to network congestion of the Solana chain, it might take longer time to process withdrawal requests. Please confirm before proceeding."", 'depositTips': '""On MEXC, Green Satoshi Token (SOL) is named as GST;\nCurrent contract address: AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB. Please confirm before depositing.""'}]"
XUI,XUI,"[{'coin': 'XUI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'XUI', 'network': 'Sui', 'withdrawEnable': True, 'withdrawFee': '5', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x3cbae4efb916a6ff23eb4724f6fb5d37c5a342b689a6f308fa10acc944799f84::xui::XUI', 'withdrawTips': None, 'depositTips': None}]"
EOSBULL,3X Long EOS Token,"[{'coin': 'EOSBULL', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': '3X Long EOS Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000', 'withdrawMin': '0.1', 'sameAddress': False, 'contract': '0xeaD7F3ae4e0Bb0D8785852Cc37CC9d0B5e75c06a', 'withdrawTips': None, 'depositTips': None}]"
PEL,Propel,"[{'coin': 'PEL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Propel', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '30', 'withdrawIntegerMultiple': None, 'withdrawMax': '28571428.571428', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0xA75E7928d3de682e3F44dA60C26F33117c4E6C5c', 'withdrawTips': None, 'depositTips': None}]"
HEARTAI,Heart AI,"[{'coin': 'HEARTAI', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Heart AI', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '25', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '33.6', 'sameAddress': False, 'contract': '0x5ABaCD3816295A27FE0530A717Eb0F5bF21ED7B3', 'withdrawTips': None, 'depositTips': None}]"
GTC,Gitcoin,"[{'coin': 'GTC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Gitcoin', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '5.74', 'withdrawIntegerMultiple': None, 'withdrawMax': '150000', 'withdrawMin': '24.54', 'sameAddress': False, 'contract': '0xde30da39c46104798bb5aa3fe8b9e0e1f348163f', 'withdrawTips': None, 'depositTips': None}]"
PEN,Protocon,"[{'coin': 'PEN', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Protocon', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '2', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0xa5DeC77c4d1B4eba2807C9926b182812A0cBf9Eb', 'withdrawTips': None, 'depositTips': None}]"
NBAI,Nebula AI,"[{'coin': 'NBAI', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Nebula AI', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '1000', 'sameAddress': False, 'contract': '0x17f8afb63dfcdcc90ebe6e84f060cc306a98257d', 'withdrawTips': None, 'depositTips': None}]"
BLINK,BLinkToken,"[{'coin': 'BLINK', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'BLinkToken', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '0.2', 'sameAddress': False, 'contract': '0x63870a18b6e42b01ef1ad8a2302ef50b7132054f', 'withdrawTips': None, 'depositTips': None}]"
PET,Pet Token,"[{'coin': 'PET', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Hello Pets', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '25', 'withdrawIntegerMultiple': None, 'withdrawMax': '3500000', 'withdrawMin': '50', 'sameAddress': False, 'contract': '0xB870679a7Fa65b924026F496De7f27c1DD0e5C5F', 'withdrawTips': ""The last digits of the token's contract address are 5c5f,please make sure they're correct before taking action."", 'depositTips': ""The last digits of the token's contract address are 5c5f,please make sure they're correct before taking action.""}, {'coin': 'PET', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Pet Token', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': False, 'withdrawFee': '5', 'withdrawIntegerMultiple': None, 'withdrawMax': '250000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x43c25F828390DE5a3648864eb485CC523E039e67', 'withdrawTips': None, 'depositTips': None}]"
GWAR,Gadget War,"[{'coin': 'GWAR', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Gadget War', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x63129aa653e414a174202d5d6670038e409d64d8', 'withdrawTips': None, 'depositTips': None}]"
BOARD,Onboard Social,"[{'coin': 'BOARD', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Onboard Social', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '163', 'withdrawIntegerMultiple': None, 'withdrawMax': '40000000000', 'withdrawMin': '216', 'sameAddress': False, 'contract': '0x9B359208F9aa0c0e340E0A9C181f7b436C42aa1C', 'withdrawTips': None, 'depositTips': None}]"
BURGER,Burger Swap,"[{'coin': 'BURGER', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 20, 'name': 'Burger Swap', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '350000', 'withdrawMin': '1.2', 'sameAddress': False, 'contract': '0xae9269f27437f0fcbc232d39ec814844a51d6b8f', 'withdrawTips': None, 'depositTips': None}]"
PEX,PearDAO,"[{'coin': 'PEX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'PearDAO', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x6a0b66710567b6beb81A71F7e9466450a91a384b', 'withdrawTips': None, 'depositTips': None}]"
EUROC,Euro Coin,"[{'coin': 'EUROC', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Euro Coin', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c', 'withdrawTips': None, 'depositTips': None}]"
PROS1,PROS1-BSC,"[{'coin': 'PROS1', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Prosfinance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '40', 'sameAddress': False, 'contract': '0x306dd7cd66d964f598b4d2ec92b5a9b275d7feb3', 'withdrawTips': ""The token name of Pros.Finance (PROS) is PROS1 in MEXC; The last digits of the token's contract address are feb3, please make sure they're correct before taking action."", 'depositTips': ""The token name of Pros.Finance (PROS) is PROS1 in MEXC; The last digits of the token's contract address are feb3, please make sure they're correct before taking action.""}, {'coin': 'PROS1', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'PROS1-BSC', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xd6ce5e4f0508b18b4647905f08e95cf44a3700bf', 'withdrawTips': ""The token name of Pros.Finance (PROS) is PROS1 in MEXC; The last digits of the token's contract address are 00bf, please make sure they're correct before taking action."", 'depositTips': ""The token name of Pros.Finance (PROS) is PROS1 in MEXC; The last digits of the token's contract address are 00bf, please make sure they're correct before taking action.""}]"
GTS,GT-STAR,"[{'coin': 'GTS', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'GT-STAR', 'network': 'Tron(TRC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': 'TWwaUECyUpgFkmHi5EZvvm3QmbfrXUBUL9', 'withdrawTips': None, 'depositTips': None}]"
XVG,Verge,"[{'coin': 'XVG', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 90, 'name': 'Verge', 'network': 'XVG', 'withdrawEnable': True, 'withdrawFee': '30', 'withdrawIntegerMultiple': None, 'withdrawMax': '73000000', 'withdrawMin': '600', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
KAKA,KAKA NFT World,"[{'coin': 'KAKA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'KAKA NFT World', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '202', 'withdrawIntegerMultiple': None, 'withdrawMax': '82000000', 'withdrawMin': '400', 'sameAddress': False, 'contract': '0x26a1BdFa3bb86b2744c4A42EBfDd205761d13a8a', 'withdrawTips': None, 'depositTips': None}]"
XVS,Venus,"[{'coin': 'XVS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Venus', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0.13', 'withdrawIntegerMultiple': None, 'withdrawMax': '120000', 'withdrawMin': '0.156', 'sameAddress': False, 'contract': '0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63', 'withdrawTips': None, 'depositTips': None}]"
DOGIRA,Dogira,"[{'coin': 'DOGIRA', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 300, 'name': 'Dogira', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '30000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0xdda40cdfe4a0090f42ff49f264a831402adb801a', 'withdrawTips': None, 'depositTips': None}]"
GUM,GOURMET GALAXY,"[{'coin': 'GUM', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'GOURMET GALAXY', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '13000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x4f5fa8f2d12e5eb780f6082dd656c565c48e0f24', 'withdrawTips': None, 'depositTips': None}, {'coin': 'GUM', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'GOURMET GALAXY', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '13000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xc53708664b99DF348dd27C3Ac0759d2DA9c40462', 'withdrawTips': None, 'depositTips': None}]"
FARMS,Farmsent,"[{'coin': 'FARMS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 300, 'name': 'Farmsent', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '25', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '50', 'sameAddress': False, 'contract': '0xf2dA37643c25Ca14291c2A69F51423ed9B7Ff4b0', 'withdrawTips': None, 'depositTips': None}]"
XWC,XWC,"[{'coin': 'XWC', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 16, 'name': 'XWC', 'network': 'XWC', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '7500000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
NLINK,Neuralink,"[{'coin': 'NLINK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Neuralink', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '4497271677670', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000000000000000', 'withdrawMin': '5740747958172', 'sameAddress': False, 'contract': '0x33518f3e0beF8f1702d78E12f9c34955c941eb90', 'withdrawTips': 'Please note that there will be an additional  4.01% fee for each transfer of NLINK to the official smart contract.', 'depositTips': 'Please note that NLINK will charge a 8.02% fee for each deposit (including 4.01% for transfer to official smart contracts and 4.01% for funds pooling on the platform).'}]"
XWG,X World Games,"[{'coin': 'XWG', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'X World Games', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '142', 'withdrawIntegerMultiple': None, 'withdrawMax': '220000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0x6b23c89196deb721e6fd9726e6c76e4810a464bc', 'withdrawTips': None, 'depositTips': None}]"
PBROLD,PolkaBridge,"[{'coin': 'PBROLD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'PolkaBridge', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '0x0D6ae2a429df13e44A07Cd2969E085e4833f64A0', 'withdrawTips': None, 'depositTips': None}]"
LUNR,Lunr Token,"[{'coin': 'LUNR', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 15, 'name': 'Lunr Token', 'network': 'Zilliqa(ZIL)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': 'zil1xxl6yp2twxvljdnn87g9fk7wykdrcv66xdy4rc', 'withdrawTips': None, 'depositTips': None}, {'coin': 'LUNR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Lunr Token', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '4', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x37807D4fbEB84124347B8899Dd99616090D3e304', 'withdrawTips': None, 'depositTips': None}, {'coin': 'LUNR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Lunr Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '148', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '172.8', 'sameAddress': False, 'contract': '0xA87135285Ae208e22068AcDBFf64B11Ec73EAa5A', 'withdrawTips': None, 'depositTips': None}]"
HIBS,Hiblocks,"[{'coin': 'HIBS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Hiblocks', 'network': 'Klaytn(KLAY)', 'withdrawEnable': True, 'withdrawFee': '400', 'withdrawIntegerMultiple': None, 'withdrawMax': '350000000', 'withdrawMin': '800', 'sameAddress': False, 'contract': '0xE06b40df899b9717b4E6B50711E1dc72d08184cF', 'withdrawTips': None, 'depositTips': None}]"
DEGO,Dego Finance,"[{'coin': 'DEGO', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'dego.finance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '5', 'withdrawIntegerMultiple': None, 'withdrawMax': '120000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x3Da932456D082CBa208FEB0B096d49b202Bf89c8', 'withdrawTips': ""The last digits of the token's contract address are 89c8, please make sure they're correct before taking action.Please note that there will be an additional  0.1% fee for each transfer of DEGO to the official smart contract."", 'depositTips': ""The last digits of the token's contract address are 89c8, please make sure they're correct before taking action.Please note that DEGO will charge a 0.2% fee for each deposit (including 0.1% for transfer to official smart contracts and 0.1% for funds pooling on the platform).""}, {'coin': 'DEGO', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Dego Finance', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '120000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x3Da932456D082CBa208FEB0B096d49b202Bf89c8', 'withdrawTips': ""The last digits of the token's contract address are 89c8, please make sure they're correct before taking action."", 'depositTips': ""The last digits of the token's contract address are 89c8, please make sure they're correct before taking action.""}]"
EQUILIBRIUM,Equilibrium Games,"[{'coin': 'EQUILIBRIUM', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 30, 'name': 'Equilibrium Games', 'network': 'Ripple(XRP)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '1', 'sameAddress': True, 'contract': '457175696C69627269756D000000000000000000', 'withdrawTips': ""The token name of Equilibrium Games (EQ) is EQUILIBRIUM in MEXC Global; please make sure they're correct before taking action."", 'depositTips': ""The token name of Equilibrium Games (EQ) is EQUILIBRIUM in MEXC Global; please make sure they're correct before taking action.""}]"
